,organization_id,organization_name,organization_pref_id,organization_web_url,organization_email,feed_id,feed_name,feed_pref_id,feed_license,feed_license_url,feed_memo,feed_src_gtfs_current_url,feed_src_gtfs_next_url,feed_src_gtfs_web_url,last_updated_at,last_published_at,latest_feed_start_date,latest_feed_end_date,feed_is_discontinued,feed_discontinued_date,real_time.trip_update_url,real_time.vehicle_position_url,real_time.alert_url,real_time.update_interval
11,hanamakicity,花巻市,99,https://www.city.hanamaki.iwate.jp/kurashi/douro_kotsu/bus_parking_airport/1001114/1008653/1011460.html,busyohouop@artisan.jp.net,hanamaki,花巻市コミュニティバス,3,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/deed.ja,not_set,,,,2025-12-25,2025-12-25,2025-12-25,2026-03-31,False,,,,,0
12,ichinosekicity,一関市,99,"https://www.city.ichinoseki.iwate.jp/index.cfm/8,0,100,html",machi@city.ichinoseki.iwate.jp,Ichinosekibus,一関市市営バス,3,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/deed.ja,not_set,,,,2025-03-28,2025-03-28,2025-04-01,2026-03-31,False,,,,,0
13,oshucity,奥州市,99,https://www.city.oshu.iwate.jp/kurashi_tetsuzuki/bus/index.html,busyohouop@artisan.jp.net,bus-oshucity-iwate-jp,奥州市コミュニティバス,3,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/deed.ja,not_set,,,,2025-12-23,2025-12-23,2025-12-22,2026-03-31,False,,,,,0
14,shichigahamatown,七ヶ浜町,99,https://www.shichigahama.com/access/gururinko/,https://www.shichigahama.com/comn/contact/index.html,Gururinko,七ヶ浜町民バス「ぐるりんこ」,4,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/deed.ja,not_set,,,,2025-12-26,2025-12-26,2026-04-01,2027-03-31,False,,,,,0
15,takeyakoutu,株式会社タケヤ交通,99,https://www.takeyakotsu.jp/,y.sasaki@takeyakotsu.jp,takeyakotsu,株式会社タケヤ交通,4,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/deed.ja,仙台西部ライナー、みやぎ蔵王山麓アクセス線、仙台エアポートリムジンバス,,,,2026-01-06,2026-01-06,2026-01-01,2026-03-31,False,,https://realtime.gtfs.info/takeyakotsu/trip_update.pb,https://realtime.gtfs.info/takeyakotsu/vehicle.pb,https://realtime.gtfs.info/takeyakotsu/alert.pb,0
16,ugokotsu,羽後交通株式会社,99,https://ugokotsu.co.jp/,noriai@ugokotsu.co.jp,ugokotsu_honjo,羽後交通（本荘地区）,5,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/deed.ja,収録路線：本荘市内線／福祉エリア線／畑谷・土谷スクール線／松ヶ崎線／本荘象潟線／東由利線／本荘秋田線／本荘伏見線／県立大学線／本荘高校線／仁賀保高校線／本荘市内循環バス／コミュニティバス子吉線（2025年4月1日現在）,,,,2025-11-19,2025-11-19,2025-12-01,2026-01-31,False,,,,,0
17,ugokotsu,羽後交通株式会社,99,https://ugokotsu.co.jp/,noriai@ugokotsu.co.jp,ugokotsu_tazawako,羽後交通（田沢湖地区）,5,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/deed.ja,乳頭線・田沢湖一周線・駒ヶ岳線・玉川線・新玉川線,,,,2025-11-14,2025-11-14,2025-12-13,2026-03-31,False,,,,,0
18,feel-the-zao,「世界の蔵王」プロジェクト実行委員会,99,https://feel-the-zao.jp/,feel.the.zao@gmail.com,feelthezao,zaoproject,6,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/deed.ja,not_set,,,,2025-09-16,2025-09-16,2025-10-11,2025-11-09,False,,,,,0
19,higashinecity,東根市,99,https://www.city.higashine.yamagata.jp/section_list/section008/shiminbus/196,seikatsu@city.higashine.yamagata.jp,HigashineCity,東根市営バス,6,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/deed.ja,,,,,2025-09-18,2025-09-18,2025-10-01,2026-09-30,False,,,,,0
20,kahokutown,河北町,99,https://www.town.kahoku.yamagata.jp/5939.html,kankyo@town.kahoku.yamagata.jp,KahokuTown,河北町営バス,6,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/deed.ja,,,,,2025-09-25,2025-09-25,2025-12-01,2026-03-31,False,,,,,0
21,kaminoyamacity,上山市,99,https://www.city.kaminoyama.yamagata.jp/soshiki/3/km201300216.html,shisei@city.kaminoyama.jp,KaminoyamaCity,上山市営バス,6,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/deed.ja,,,,,2025-08-27,2025-08-27,2025-08-25,2026-09-30,False,,,,,0
22,mamurogawatown,真室川町,99,https://www.town.mamurogawa.yamagata.jp/category/bunya/access/chonaikotsu/,choumin@town.mamurogawa.lg.jp,MamurogawaTown,真室川町営バス,6,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/deed.ja,,,,,2025-04-03,2025-04-03,2025-04-25,2026-03-31,False,,,,,0
23,mogamigawakotsu,最上川交通,99,https://www.mogamigawakotsu.jp/route_bus,sato@mogamigawakotsu.jp,MOGAMIGAWAKOTSU,最上川交通,6,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/deed.ja,,,,,2025-02-18,2025-02-18,2025-04-01,2026-03-31,False,,,,,0
24,murayamacity,村山市,99,https://www.city.murayama.lg.jp/kurashi/koukyoukoutsuu/shimin20161205.html,shimin@city.murayama.lg.jp,MurayamaCity,村山市営バス,6,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/deed.ja,,,,,2025-03-11,2025-03-11,2025-04-01,2026-03-31,False,,,,,0
25,nagaicity,長井市,99,https://www.city.nagai.yamagata.jp/soshiki/chiikidukuri/3/1/1/1433.html,p-transport@city.nagai.yamagata.jp,NagaiCity,長井市営バス,6,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/deed.ja,,,,,2025-09-18,2025-09-18,2025-10-01,2026-09-30,False,,,,,0
26,nakayamatown,中山町,99,https://www.town.nakayama.yamagata.jp/soshiki/3/choebus2.html,kikaku@town.yamagata-nakayama.lg.jp,NakayamaTown,中山町営バス,6,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/deed.ja,,,,,2025-02-18,2025-02-18,2025-04-01,2026-03-31,False,,,,,0
27,nanyocity,南陽市,99,http://www.city.nanyo.yamagata.jp/bus/,mirai1@city.nanyo.yamagata.jp,NanyoCity,南陽市営バス,6,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/deed.ja,,,,,2026-01-05,2026-01-05,2025-12-26,2026-12-25,False,,,,,0
28,nishikawatown,西川町,99,https://www.town.nishikawa.yamagata.jp/chomin/11/chomin11020001.html,kikaku@town.yamagata-nishikawa.lg.jp,NishikawaTown,西川町営バス,6,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/deed.ja,,,,,2025-03-10,2025-03-10,2025-04-01,2026-03-31,False,,,,,0
29,obanazawacity,尾花沢市,99,http://www.city.obanazawa.yamagata.jp/kurashi/kotsu/rosen-bus-service/,shiminzeimu@city.obanazawa.lg.jp,ObanazawaCity,尾花沢市営バス,6,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/deed.ja,,,,,2025-08-20,2025-08-20,2025-10-01,2026-09-30,False,,,,,0
30,oetown,大江町,99,http://www.town.oe.yamagata.jp/government/ooe-overview/koutu/236,seisaku@town.oe.yamagata.jp,Oetown,大江町営バス,6,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/deed.ja,,,,,2025-03-14,2025-03-14,2025-04-01,2026-03-31,False,,,,,0
31,ohkuravillage,大蔵村,99,https://www.vill.ohkura.yamagata.jp/kurashi_tetsuzuki/doro_kotsu/kokyokotsu/1/index.html,seisaku@vill.ohkura.yamagata.jp,OhkuraVillage,大蔵村営バス,6,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/deed.ja,,,,,2025-09-04,2025-09-04,2025-10-01,2026-09-30,False,,,,,0
32,sagaecity,寒河江市,99,https://www.city.sagae.yamagata.jp/kurashi/koutsu/sinaijyunkanbass1.html,seisaku@city.sagae.lg.jp,SagaeCity,寒河江市営バス,6,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/deed.ja,,,,,2025-10-20,2025-10-20,2025-11-17,2026-10-31,False,,,,,0
33,sakatacity,酒田市,99,https://www.city.sakata.lg.jp/sangyo/kotsu/runrunbas/index.html,kotu@city.sakata.lg.jp,SakataCity,酒田市営バス,6,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/deed.ja,,,,,2025-12-09,2025-12-09,2025-12-07,2026-12-06,False,,,,,0
34,sakegawavillage,鮭川村,99,https://www.vill.sakegawa.yamagata.jp/seikatsu/traffic/1075,seikatu@vill.sakegawa.lg.jp,SakegawaVillage,鮭川村営バス,6,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/deed.ja,,,,,2025-05-08,2025-05-08,2025-05-07,2026-05-06,False,,,,,0
35,shinjocity,新庄市,99,https://www.city.shinjo.yamagata.jp/s002/080/machinakajunkanbus.html,seisaku@city.shinjo.lg.jp,ShinjoCity,新庄市営バス,6,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/deed.ja,,,,,2025-09-18,2025-09-18,2025-10-01,2026-09-30,False,,,,,0
36,shiratakatown,白鷹町,99,https://www.town.shirataka.lg.jp/1198.htm,kikaku@town.shirataka.lg.jp,ShiratakaTown,白鷹町営バス,6,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/deed.ja,,,,,2025-03-04,2025-03-04,2025-04-01,2026-03-31,False,,,,,0
37,shonaikotsu,庄内交通,99,https://www.shonaikotsu.jp/,shoko-bus@shonaikotsu.jp,SHONAIKOTSU,庄内交通,6,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/deed.ja,,,,,2025-05-09,2025-05-09,2025-04-01,2026-03-31,False,,,,,0
38,shonaitown,庄内町,99,https://www.town.shonai.lg.jp/kurashi/koutsu/bus_course.html,machizukuri@town.shonai.yamagata.jp,ShonaiTown,庄内町営バス,6,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/deed.ja,,,,,2025-05-09,2025-05-09,2025-05-07,2026-03-31,False,,,,,0
39,tendocity,天童市,99,https://www.city.tendo.yamagata.jp/lifeinfo/shisetsu/siminnbasu.html#%E5%A4%A9%E7%AB%A5%E5%B8%82%E5%B8%82%E5%96%B6%E3%83%90%E3%82%B9%E6%99%82%E5%88%BB%E8%A1%A8,seikatsu-shimin@city.tendo.lg.jp,TendoCity,天童市営バス,6,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/deed.ja,,,,,2025-02-20,2025-02-20,2025-04-01,2026-03-31,False,,,,,0
40,tozawavillage,戸沢村,99,http://www.vill.tozawa.yamagata.jp/life/seikatsu_kotsu_jutaku/bus/,jumin@vill.tozawa.yamagata.jp,tozawavillagebus,戸沢村営バス,6,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/deed.ja,not_set,,,,2025-02-18,2025-02-18,2025-04-01,2026-03-31,False,,,,,0
41,tsuruokacity,鶴岡市,99,https://www.city.tsuruoka.lg.jp/seibi/tiikikoukyoukoutu/tiikikoukyoukoutu.html,chiikishinko@city.tsuruoka.lg.jp,TsuruokaCity,鶴岡市営バス,6,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/deed.ja,,,,,2025-08-22,2025-08-22,2025-10-01,2026-09-30,False,,,,,0
42,yamagata-asahitown,朝日町,99,https://www.town.asahi.yamagata.jp/portal/life/sumai_doro_kasen/kokyokotsu/index.html,chiikishinkou@town.yamagata-asahi.lg.jp,AsahiTown,朝日町営バス,6,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/deed.ja,,,,,2025-03-19,2025-03-19,2025-04-01,2026-03-31,False,,,,,0
43,yamagata-kaneyamatown,山形県金山町,99,https://www.town.kaneyama.yamagata.jp/machinososhiki/chominzeimuka/kurashianzenkakari/2/2/482.html,seisaku@town.kaneyama.yamagata.jp,KaneyamaTown,金山町営バス,6,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/deed.ja,,,,,2025-03-07,2025-03-07,2025-04-01,2026-03-31,False,,,,,0
44,yamagata-ogunitown,山形県小国町,99,https://www.town.oguni.yamagata.jp/soshiki/chouminzeimu/1609.html,choumin@town.oguni.yamagata.jp,OguniTown,小国町営バス,6,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/deed.ja,,,,,2025-10-20,2025-10-20,2025-10-01,2026-03-31,False,,,,,0
45,yamagata-yamagatacity,山形市,99,https://www.city.yamagata-yamagata.lg.jp/kurashi/kotsu/1006588/1006590/index.html,kotsu@city.yamagata-yamagata.lg.jp,YamagataCity,山形市営バス,6,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/deed.ja,,,,,2025-11-21,2025-11-21,2025-10-07,2026-03-31,False,,,,,0
46,yamagatatetsudo,山形鉄道株式会社,99,https://flower-liner.jp/,kikaku@flower-liner.jp,flowerliner,山形鉄道,6,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/deed.ja,not_set,,,,2025-04-14,2025-04-14,2025-04-14,2026-04-13,False,,,,,0
47,yamakobus,山交バス,99,https://www.yamakobus.jp/,info@yamakobus.co.jp,YAMAKOBUS,山交バス,6,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/deed.ja,,,,,2025-12-16,2025-12-16,2025-12-10,2026-06-09,False,,,,,0
48,yamanobetown,山辺町,99,https://www.town.yamanobe.yamagata.jp/life/2/19/90/,jyumin@town.yamanobe.yamagata.jp,YamanobeTown,山辺町営バス,6,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/deed.ja,,,,,2025-02-21,2025-02-21,2025-04-01,2026-03-31,False,,,,,0
49,yonezawacity,米沢市,99,https://www.city.yonezawa.yamagata.jp/2559.html,chiiki-ka@city.yonezawa.lg.jp,Yonezawa,米沢市営バス,6,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/deed.ja,,,,,2025-11-20,2025-11-20,2025-12-01,2026-03-31,False,,,,,0
50,motomiyacity,本宮市,99,https://www.city.motomiya.lg.jp/soshiki/10/combus.html,kouryuu@city.motomiya.lg.jp,motomiyashibus,本宮市コミュニティバス,7,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/deed.ja,not_set,,,,2025-03-24,2025-03-24,2025-04-01,2026-03-31,False,,,,,0
51,shinjobankotsu,新常磐交通株式会社,99,https://www.joko.co.jp/,syo1-suzuki@joko.co.jp,SHINJOBANKOTSU,新常磐交通,7,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/deed.ja,弊社が運行する浜通り地区の全一般路線バス,,,,2025-12-14,2025-12-14,2025-12-15,2026-04-30,False,,,,,0
52,namegatacity,行方市,99,https://www.city.namegata.ibaraki.jp/seikatsu/koukyokoutsu/page013982.html#,seisaku03@city.namegata.lg.jp,bus-namegata-ibaraki-jp,行方市営路線バス,8,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/deed.ja,"行方市営路線バス　麻生東ルート、北浦ルート、玉造ルート
平日のみ運行。
詳細は下記行方市公式ウェブサイト「行方市営路線バス（平日便）」に記載。
https://www.city.namegata.ibaraki.jp/seikatsu/koukyokoutsu/page013982.html",,,,2025-12-25,2025-12-25,2025-12-25,2026-12-24,False,,,,,0
53,otonekotu,大利根交通自動車株式会社,99,https://otonekotu.com/index.html,otonekoutu.bus@gmail.com,otonekotubus,大利根交通バス,8,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/deed.ja,not_set,,,,2025-05-06,2025-05-06,2025-05-06,2026-05-05,False,,,,,0
54,ryugasakicity,龍ケ崎市,99,https://www.city.ryugasaki.ibaraki.jp/kurashi/seikatsu/kokyokotsu/index.html,toshikei@city.ryugasaki.lg.jp,Ryugasakishi-communitybus,龍ケ崎市コミュニティバス,8,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/deed.ja,not_set,,,,2025-05-23,2025-05-23,2025-04-01,2026-03-31,False,,,,,0
55,tsuchiuracity,土浦市,99,https://www.city.tsuchiura.lg.jp/page/page016452.html,toshikoutu@city.tsuchiura.lg.jp,tsuchimarubus,つちまるバス,8,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/deed.ja,,,,,2025-01-24,2025-01-24,2025-01-01,2026-03-31,False,,https://realtime.gtfs.info/tsuchiura/trip_update.pb,https://realtime.gtfs.info/tsuchiura/vehicle.pb,https://realtime.gtfs.info/tsuchiura/alert.pb,0
56,tsukubacity,つくば市,99,https://www.city.tsukuba.lg.jp/kurashi/kotsu/bus/index.html,ubn012@city.tsukuba.lg.jp,TSUKUBANEGO,つくばね号,8,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/deed.ja,not_set,,,,2025-10-22,2025-10-22,2025-10-01,2026-12-31,False,,,,,0
57,tsukubacity,つくば市,99,https://www.city.tsukuba.lg.jp/kurashi/kotsu/bus/index.html,ubn012@city.tsukuba.lg.jp,TSUKUBUS,つくバス,8,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/deed.ja,,,,,2025-10-29,2025-10-29,2025-10-01,2026-12-31,False,,,,,0
58,yukicity,結城市,99,https://www.city.yuki.lg.jp/kurashi-tetsuzuki/kankyou-koutsuu/koutsuu/page003202.html,kikaku@city.yuki.lg.jp,junkaibus,結城市巡回バス,8,CC0 1.0,https://creativecommons.org/publicdomain/zero/1.0/deed.ja,北部東ルート、北部西ルート、絹川ルート、江川Aルート、江川Bルート、山川Aルート、山川Bルート,,,,2025-03-10,2025-03-10,2025-04-01,2027-03-31,False,,,,,0
59,kanumacity,鹿沼市,99,https://www.city.kanuma.tochigi.jp/0013/genre1-1-001.html,seikatsu@city.kanuma.lg.jp,ri-bus,リーバス,9,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/deed.ja,,,,,2024-02-09,2024-02-09,2024-02-01,2024-07-31,False,,,,,0
60,mibutown,壬生町,99,https://www.town.mibu.tochigi.jp/docs/2023012800015/,toshikei@town.mibu.tochigi.jp,mibubu,壬生町コミュニティバス「みぶーぶ」,9,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/deed.ja,not_set,,,,2025-08-18,2025-08-18,2025-05-22,2026-05-21,False,,,,,0
61,nasushiobaracity,那須塩原市,99,https://www.city.nasushiobara.tochigi.jp/soshikikarasagasu/kb/doro_kotsu/3/4725.html,koutsuu-bouhan@city.nasushiobara.tochigi.jp,chiikibasu,那須塩原市地域バス,9,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/deed.ja,not_set,,,,2025-04-01,2025-04-01,2025-04-01,2026-03-31,False,,,,,0
62,nasutown,那須町,99,https://www.town.nasu.lg.jp/0085/info-0000000031-1.html,teijyu@town.nasu.lg.jp,nasutown,那須町町民バス,9,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/deed.ja,not_set,,,,2025-09-26,2025-09-26,2025-08-15,2026-08-14,False,,,,,0
63,nikkocity,日光市,99,https://www.city.nikko.lg.jp/kurashi_tetsuzuki/bus_kokyokotsu/1/index.html,toshi-keikaku@city.nikko.lg.jp,nikkocity,日光市営バス,9,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/deed.ja,,,,,2025-09-18,2025-09-18,2025-10-01,2026-09-30,False,,,,,0
64,otawaracity,大田原市,99,https://www.city.ohtawara.tochigi.jp/docs/2013082768926/,seikatsu@city.ohtawara.tochigi.jp,Ohtawaracitybus,大田原市営バス,9,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/deed.ja,not_set,,,,2025-08-15,2025-08-15,2025-08-15,2026-03-31,False,,,,,0
65,tochigi-nakagawatown,那珂川町,99,https://www.town.tochigi-nakagawa.lg.jp/life/kurashi/bato-karasuyama.html,skotsu@town.tochigi-nakagawa.lg.jp,nakagawamaticommunitybus,那珂川町コミュニティバス（馬頭烏山線）,9,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/deed.ja,not_set,,,,2025-03-27,2025-03-27,2025-04-01,2026-03-31,False,,,,,0
66,yaitacity,矢板市,99,https://www.city.yaita.tochigi.jp/life/8/7/59/,seikatsukankyo@city.yaita.tochigi.jp,chuuou-junkan,中央部循環路線,9,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/deed.ja,,,,,2025-03-17,2025-03-17,2025-03-17,2026-03-31,False,,,,,0
67,annakacity,安中市,99,https://www.city.annaka.lg.jp/page/2441.html,toshikeikaku@city.annaka.lg.jp,annakashi-rosenbus,安中市路線バス,10,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/deed.ja,秋間中関−碓氷病院線、後閑柿平−安中駅線、安中榛名駅−磯部駅線、安中榛名駅−安中市役所･スポーツセンター線、安中市役所−松井田支所線,,,,2025-04-01,2025-04-01,2025-04-01,2026-02-28,False,,,,,0
68,nagai-unyu,永井運輸株式会社,99,https://www.nagai-unyu.net/,not_set,Nagaibus,永井バス,10,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/deed.ja,,,,,2025-09-26,2025-09-26,2025-10-01,2026-03-31,False,,https://nagai.nolbe.net/buslocation/TripUpdate.pb,https://nagai.nolbe.net/buslocation/VehiclePosition.pb,https://nagai.nolbe.net/buslocation/alert.pb,15
69,nagai-unyu,永井運輸株式会社,99,https://www.nagai-unyu.net/,not_set,tamarin,（2024年10月1日廃止）玉村町乗合タクシー「たまりん」,10,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/deed.ja,群馬県佐波郡玉村町を運行するコミュニティバスのGTFS情報を提供します。2024年10月1日に廃止しましたので過去の情報です。経路案内用途には使用しないでください。,,,,2024-08-10,2024-08-10,2024-04-01,2024-09-30,True,2024-09-30,,,https://www.nagai-unyu.net//rosen/GTFS/tamarin/alert/alert_tamarin.pb,0
70,oizumitown,大泉町,99,https://www.town.oizumi.gunma.jp/s022/kurashi/020/010/010/010/20200903192933.html,tosiseibi@town.oizumi.gunma.jp,kouikikoukyoubasuaozora,広域公共バス「あおぞら」,10,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/deed.ja,not_set,,,,2025-02-18,2025-02-18,2025-04-01,2026-03-31,False,,,,,0
71,hannocity,飯能市,99,https://www.city.hanno.lg.jp/kurashi_seikatsukankyo/kotsu/kokyokotsu/index.html,kotsu@city.hanno.lg.jp,odekakemuma-minamikoma,飯能市乗合ワゴン　南高麗,11,CC0 1.0,https://creativecommons.org/publicdomain/zero/1.0/deed.ja,飯能市乗合ワゴン　小学校便（南高麗01系統）、南高麗地区行政センター便（南高麗02系統）、苅生便（南高麗03系統）,,,,2025-12-25,2025-12-25,2025-01-01,2026-12-31,False,,,,,0
72,hannocity,飯能市,99,https://www.city.hanno.lg.jp/kurashi_seikatsukankyo/kotsu/kokyokotsu/index.html,kotsu@city.hanno.lg.jp,odekakemuma-seimei-kaji,飯能市乗合ワゴン　精明・加治,11,CC0 1.0,https://creativecommons.org/publicdomain/zero/1.0/deed.ja,飯能市乗合ワゴン　精明東系統、精明西系統、加治系統,,,,2025-04-17,2025-04-17,2025-04-01,2026-03-31,False,,,,,0
73,hannocity,飯能市,99,https://www.city.hanno.lg.jp/kurashi_seikatsukankyo/kotsu/kokyokotsu/index.html,kotsu@city.hanno.lg.jp,odekakemuma-haraichiba,飯能市乗合ワゴン　原市場,11,CC0 1.0,https://creativecommons.org/publicdomain/zero/1.0/deed.ja,飯能市乗合ワゴン　原市場地区行政センター便（原市場01系統）、新寺便（原市場02系統）,,,,2025-12-25,2025-12-25,2025-01-01,2026-12-31,False,,,,,0
